Year,PopDensity,PopSexRatio,MedianAgePop,PopGrowthRate,Births,Deaths,DeathsMale,DeathsFemale,NetMigrations,Country_ID
2021,131.8589,228.2437,32.8361,0.814,96.536,17.548,11.852,5.697,-2.762,136
2022,132.9287,226.3005,33.3439,0.802,93.343,17.609,11.993,5.616,0.0,136
2015,54.0117,102.5698,17.6397,2.647,968.416,175.134,99.269,75.864,-38.355,140
2016,55.4463,102.5343,17.8191,2.596,976.977,177.297,99.82,77.477,-39.688,140
2017,56.8865,102.4987,17.9997,2.533,983.231,182.794,103.622,79.173,-39.672,140
2018,58.3187,102.4153,18.1774,2.441,995.45,204.264,121.14,83.125,-39.699,140
2019,59.7509,102.3117,18.3558,2.412,1003.19,202.552,117.592,84.96,-39.769,140
2020,61.1475,102.2421,18.5219,2.211,1010.361,210.426,120.082,90.344,-86.1,140
2021,62.4688,102.1775,18.671,2.066,1008.936,226.104,129.581,96.523,-101.468,140
2022,63.823,102.0979,18.8385,2.222,1008.643,230.064,132.651,97.413,-29.998,140
2015,47.8074,85.9833,38.8121,0.085,121.637,127.107,63.237,63.87,13.681,12
2016,47.8444,85.9799,38.9691,0.07,118.469,126.937,62.944,63.993,15.258,12
2017,47.8433,85.9554,39.1696,-0.075,104.281,127.46,63.194,64.265,15.937,12
2018,47.7826,85.9083,39.4283,-0.179,95.501,128.588,64.015,64.574,15.731,12
2019,47.6762,85.8135,39.7091,-0.267,93.218,134.161,69.064,65.097,15.082,12
2020,47.4779,85.6668,39.9553,-0.567,91.163,159.349,81.79,77.56,13.589,12
2021,47.204,85.5097,40.1702,-0.59,88.853,158.349,81.494,76.856,12.961,12
2022,46.9911,85.3359,40.4262,-0.313,87.252,147.458,75.308,72.15,30.308,12
2015,67.431,94.0441,42.6183,-0.879,67.378,116.272,59.44,56.832,-15.356,20
2016,66.8472,94.0768,42.8914,-0.86,66.073,113.43,58.39,55.04,-14.947,20
2017,66.261,94.0947,43.1871,-0.902,64.734,115.964,59.246,56.718,-13.56,20
2018,65.6614,94.1397,43.5348,-0.916,62.826,115.908,58.169,57.739,-12.115,20
2019,65.0627,94.1981,43.9188,-0.916,61.637,114.802,57.947,56.855,-11.439,20
2020,64.3859,94.1952,44.2735,-1.177,59.781,131.998,67.998,64.0,-9.902,20
2021,63.5251,94.1588,44.532,-1.518,58.112,153.894,77.889,76.005,-8.716,20
2022,62.5665,94.1492,44.6851,-1.524,56.663,155.197,77.568,77.629,-4.8,20
2015,136.3133,96.6395,40.3423,0.04,110.124,111.161,55.833,55.328,5.297,36
2016,136.3625,96.7437,40.7359,0.032,111.541,107.905,54.776,53.13,-0.3,36
2017,136.4106,96.844,41.1316,0.039,112.677,111.403,56.223,55.18,2.809,36
2018,136.4532,96.9424,41.5126,0.024,111.903,112.614,56.904,55.71,3.193,36
2019,136.4827,97.0393,41.8798,0.02,109.738,111.682,56.693,54.989,4.03,36
2020,136.406,97.0809,42.2465,-0.132,107.036,124.567,63.816,60.751,3.621,36
2021,136.1443,97.04,42.6068,-0.252,103.948,134.058,70.074,63.983,3.621,36
2022,135.9272,97.0881,42.899,-0.067,101.555,130.607,67.765,62.842,22.011,36
2015,108.7402,91.0868,40.7459,-0.258,92.141,131.66,63.479,68.182,14.166,56
2016,108.4183,91.2215,41.0736,-0.336,95.053,127.004,62.643,64.361,-0.982,56
2017,108.1292,91.371,41.431,-0.198,94.208,131.642,63.979,67.664,18.044,56
2018,107.9903,91.6054,41.7756,-0.059,93.111,130.864,63.924,66.94,31.976,56
2019,107.9399,91.8596,42.1206,-0.034,92.375,129.283,62.694,66.588,33.559,56
2020,107.7054,92.0135,42.4566,-0.401,92.544,140.677,68.518,72.159,9.042,56
2021,107.2549,92.0637,42.7384,-0.437,91.895,154.245,76.526,77.719,19.87,56
2022,110.0995,92.3463,42.2639,5.595,91.371,149.893,73.72,76.174,616.038,56
2015,125.9108,93.8027,38.6766,-0.108,379.211,395.527,204.861,190.666,-25.426,106
2016,125.8422,93.7788,39.0643,-0.001,390.297,388.657,202.528,186.129,-1.967,106
2017,125.8444,93.762,39.4367,0.004,407.67,403.958,208.15,195.808,-1.983,106
2018,125.8074,93.7565,39.7997,-0.063,399.342,415.046,214.133,200.913,-8.736,106
2019,125.7164,93.7491,40.1702,-0.081,382.527,410.825,212.014,198.81,-2.974,106
2020,125.5033,93.7093,40.5324,-0.258,372.99,471.412,246.625,224.786,-0.779,106
2021,125.1093,93.6359,40.8707,-0.371,363.427,502.541,261.969,240.572,-2.968,106
2022,130.1696,93.8438,40.2915,8.136,353.84,479.303,247.042,232.261,3366.387,106
2015,86.5196,93.877,39.8718,-0.535,208.354,265.287,135.649,129.637,-49.612,110
2016,86.049,93.9084,40.2325,-0.555,213.829,259.803,133.913,125.89,-64.002,110
2017,85.6189,93.9089,40.6033,-0.447,217.448,246.673,130.375,116.298,-58.735,110
2018,85.2187,93.872,40.9767,-0.491,210.595,248.91,132.016,116.895,-57.865,110
2019,84.8598,93.821,41.3343,-0.353,203.903,247.408,129.921,117.487,-25.453,110
2020,84.5027,93.7193,41.6356,-0.491,199.088,281.742,150.44,131.302,-12.724,110
2021,84.0095,93.6035,41.8733,-0.681,195.366,314.232,162.731,151.501,-12.724,110
2022,85.4468,93.6915,41.515,4.034,191.763,315.586,160.143,155.443,916.813,110
2015,110.6284,95.1119,38.2195,0.086,55.758,53.749,27.42,26.329,2.637,117
2016,110.7663,95.205,38.6266,0.163,57.494,52.302,26.742,25.56,3.682,117
2017,110.9338,95.2862,39.0268,0.139,57.893,53.877,27.439,26.437,3.542,117
2018,111.0833,95.3611,39.4217,0.13,57.576,54.236,27.726,26.509,3.752,117
2019,111.2297,95.4208,39.823,0.133,57.02,53.137,27.345,25.793,3.378,117
2020,111.2859,95.4392,40.222,-0.032,55.73,59.217,30.454,28.763,1.746,117
2021,111.1011,95.4138,40.5719,-0.301,54.351,72.471,37.337,35.133,1.746,117
2022,115.095,95.5518,40.0585,7.233,53.357,70.326,36.109,34.217,425.001,117
2015,77.6472,86.1803,39.1054,-0.3,482.958,596.083,304.656,291.428,-21.937,135
2016,77.39,86.2478,39.3663,-0.363,459.407,568.014,291.137,276.877,-54.333,135
2017,77.0856,86.3039,39.6455,-0.425,419.297,558.528,289.483,269.045,-50.447,135
2018,76.7226,86.3476,39.9334,-0.52,385.479,583.125,304.222,278.902,-33.273,135
2019,76.3155,86.3055,40.2286,-0.545,353.538,586.531,306.31,280.221,-7.812,135
2020,75.7952,86.2351,40.511,-0.825,338.972,698.849,342.956,355.893,-2.173,135
2021,75.1423,86.1583,40.7642,-0.906,336.096,731.364,374.002,357.362,0.831,135
2022,68.5316,84.9081,42.8534,-18.35,329.618,920.958,463.35,457.608,-6673.58,135
2015,133.9292,98.6201,40.5813,0.484,57.868,52.741,26.349,26.392,22.368,37
2016,134.6147,98.6936,40.7536,0.537,60.597,52.83,26.483,26.347,22.859,37
2017,135.3325,98.7632,40.9183,0.527,60.31,53.281,26.929,26.352,23.188,37
2018,136.026,98.8264,41.0549,0.496,60.478,55.232,27.97,27.262,23.337,37
2019,136.7146,98.8859,41.1443,0.514,60.455,53.955,27.504,26.452,23.305,37
2020,137.4166,98.9387,41.2176,0.51,61.396,54.744,27.973,26.771,23.076,37
2021,138.0913,98.9828,41.2611,0.469,63.148,58.422,30.015,28.407,22.746,37
2022,138.7522,99.0105,41.2913,0.486,64.107,55.539,28.473,27.066,19.999,37
2015,30.2456,88.0481,40.5662,0.213,13.789,15.297,7.226,8.071,4.308,43
2016,30.2748,88.3189,40.6912,-0.02,14.023,15.447,7.333,8.114,1.164,43
2017,30.3122,88.7065,40.8807,0.266,13.813,15.631,7.325,8.306,5.329,43
2018,30.418,89.2169,41.0478,0.43,14.282,15.829,7.415,8.414,7.229,43
2019,30.5305,89.7002,41.2155,0.309,14.158,15.474,7.253,8.221,5.41,43
2020,30.5858,90.0282,41.3723,0.054,13.902,16.18,7.595,8.586,2.995,43
2021,30.5687,90.2137,41.4742,-0.166,13.639,18.826,8.92,9.906,2.995,43
2022,30.508,90.3918,41.6302,-0.232,13.422,15.506,7.141,8.365,-1.0,43
2015,18.1212,96.9052,41.4549,0.283,55.285,52.187,25.844,26.343,12.433,45
2016,18.1733,97.0795,41.4959,0.291,52.673,53.896,26.921,26.976,17.21,45
2017,18.216,97.253,41.5904,0.179,50.169,53.627,26.839,26.788,13.307,45
2018,18.2402,97.3854,41.7632,0.087,47.532,54.386,27.15,27.236,11.646,45
2019,18.2603,97.4956,41.9727,0.133,45.79,53.997,27.071,26.926,15.558,45
2020,18.2865,97.5903,42.1777,0.154,46.241,55.208,27.832,27.376,17.482,45
2021,18.3081,97.6458,42.3676,0.082,46.891,57.283,29.05,28.234,14.928,45
2022,18.3238,97.6762,42.5611,0.09,47.136,56.171,28.064,28.107,13.999,45
2015,3.3026,100.9832,34.9683,1.032,4.125,2.183,1.068,1.116,1.477,57
2016,3.3486,101.7093,35.2086,1.732,4.012,2.313,1.2,1.113,4.113,57
2017,3.428,103.0844,35.3375,2.94,4.001,2.227,1.113,1.114,8.316,57
2018,3.5209,104.4624,35.3986,2.416,4.171,2.248,1.138,1.11,6.611,57
2019,3.599,105.2345,35.4861,1.977,4.402,2.413,1.23,1.183,5.152,57
2020,3.6578,105.3231,35.6266,1.27,4.534,2.456,1.261,1.195,2.573,57
2021,3.6944,105.1575,35.8576,0.722,4.572,2.512,1.299,1.214,0.622,57
2022,3.7199,105.1547,36.1535,0.658,4.568,2.508,1.291,1.216,0.38,57
2015,68.2458,97.8928,35.367,1.036,65.037,29.845,15.056,14.789,13.13,61
2016,68.9775,97.9809,35.7362,1.097,63.114,30.359,15.447,14.911,18.978,61
2017,69.7976,98.0457,36.1228,1.266,61.312,30.119,15.269,14.85,29.2,61
2018,70.714,98.1198,36.4965,1.343,61.865,30.601,15.594,15.007,33.647,61
2019,71.6138,98.1488,36.8818,1.187,60.463,31.457,16.061,15.396,29.113,61
2020,72.3466,98.1775,37.2536,0.851,59.67,32.911,16.704,16.206,15.32,61
2021,72.9376,98.2236,37.6024,0.777,58.563,35.151,18.112,17.039,15.32,61
2022,73.4727,98.2582,37.9529,0.686,57.561,33.121,17.033,16.088,9.999,61
2015,32.0111,84.554,42.0626,-0.937,22.232,29.737,13.903,15.834,-11.163,71
2016,31.7141,84.8385,42.344,-0.927,22.058,30.012,14.109,15.904,-10.34,71
2017,31.415,85.125,42.6089,-0.969,20.884,30.315,14.201,16.113,-9.498,71
2018,31.106,85.4131,42.8738,-1.009,19.434,30.338,14.165,16.174,-8.632,71
2019,30.7994,85.703,43.1503,-0.972,18.693,29.413,13.609,15.805,-7.903,71
2020,30.486,85.9961,43.411,-1.075,17.545,30.538,14.074,16.464,-7.381,71
2021,30.1142,86.2889,43.59,-1.381,17.024,36.094,16.562,19.532,-6.815,71
2022,29.7403,86.514,43.758,-1.116,16.531,28.713,13.04,15.674,-8.466,71
2015,47.3286,86.2102,42.0752,-1.034,32.015,43.765,21.493,22.272,-18.912,76
2016,46.8481,86.5682,42.3994,-1.006,31.174,43.359,21.388,21.971,-17.334,76
2017,46.3814,86.9616,42.7079,-0.996,29.6,42.582,20.378,22.204,-15.937,76
2018,45.9291,87.3843,43.0037,-0.964,29.026,42.305,20.19,22.115,-14.451,76
2019,45.4972,87.7858,43.2898,-0.925,28.075,41.043,19.679,21.364,-13.398,76
2020,45.0371,88.1347,43.5331,-1.109,27.494,46.127,22.505,23.622,-12.625,76
2021,44.5003,88.4256,43.6935,-1.291,26.862,50.975,24.893,26.082,-11.853,76
2022,43.9159,88.5672,43.8283,-1.354,26.206,48.246,23.247,24.999,-15.192,76
2015,17.0609,101.3206,38.1772,0.928,58.582,40.759,19.711,21.047,30.329,99
2016,17.2128,101.466,38.2824,0.846,58.55,40.656,19.624,21.033,26.425,99
2017,17.3469,101.5486,38.4101,0.707,56.423,40.727,19.605,21.122,21.584,99
2018,17.4618,101.5769,38.5911,0.613,54.982,40.808,19.826,20.982,18.388,99
2019,17.58,101.651,38.7978,0.736,54.384,40.586,20.003,20.583,25.564,99
2020,17.6837,101.7399,39.0439,0.442,53.588,40.578,20.019,20.56,10.756,99
2021,17.7599,101.7964,39.3297,0.418,53.868,41.871,20.85,21.021,10.604,99
2022,17.8628,101.8523,39.5754,0.736,53.988,41.989,20.946,21.043,27.998,99
2015,24.1797,100.2723,39.7884,1.037,115.078,90.926,44.448,46.477,77.987,126
2016,24.4349,100.4975,39.7655,1.063,117.061,90.93,44.328,46.602,79.667,126
2017,24.6924,100.7234,39.7045,1.034,115.038,91.854,44.821,47.032,80.765,126
2018,24.948,100.9435,39.6266,1.026,114.949,92.179,45.436,46.743,81.492,126
2019,25.2073,101.1521,39.558,1.042,114.109,88.702,43.995,44.707,81.585,126
2020,25.4553,101.3422,39.5125,0.917,112.361,98.316,49.401,48.915,81.066,126
2021,25.6962,101.5002,39.4931,0.966,113.322,92.278,47.217,45.061,80.097,126
2022,25.8981,101.603,39.5572,0.601,114.08,90.728,44.958,45.771,39.998,126
2015,268.6994,97.0746,38.9725,0.663,780.094,601.754,292.155,309.599,254.218,137
2016,270.4743,97.2055,39.0166,0.654,777.997,595.812,292.311,303.5,246.94,137
2017,272.1617,97.324,39.0629,0.59,756.659,605.595,297.982,307.613,239.014,137
2018,273.6785,97.4339,39.1362,0.521,731.289,615.56,303.818,311.742,230.577,137
2019,275.1025,97.5314,39.2746,0.517,709.079,585.237,290.314,294.923,221.179,137
2020,276.2594,97.5993,39.4505,0.323,678.528,672.991,340.009,332.982,211.063,137
2021,277.1721,97.6386,39.637,0.337,677.219,652.723,331.65,321.073,202.027,137
2022,278.111,97.6925,39.8468,0.34,676.887,613.41,304.21,309.2,165.79,137
2015,105.2077,100.6322,34.6879,-0.047,33.845,22.954,13.262,9.692,-12.24,2
2016,105.156,100.5754,35.1211,-0.052,32.584,23.192,13.443,9.749,-10.887,2
2017,105.0936,100.487,35.565,-0.067,31.35,23.507,13.626,9.881,-9.768,2
2018,105.0081,100.3764,36.0199,-0.096,30.304,23.939,13.896,10.043,-9.106,2
2019,104.8939,100.243,36.483,-0.122,29.773,24.41,14.178,10.232,-8.889,2
2020,104.6371,100.0478,36.9044,-0.368,29.535,30.97,18.095,12.876,-9.117,2
2021,104.1941,99.804,37.2731,-0.48,29.289,32.392,18.967,13.425,-10.612,2
2022,103.7419,99.5301,37.5806,-0.389,28.795,31.863,18.601,13.261,-8.0,2
2015,68.8385,95.8604,39.5311,-1.282,31.311,42.532,20.372,22.16,-33.976,17
2016,67.992,96.1211,39.9337,-1.192,31.308,40.609,19.787,20.822,-32.195,17
2017,67.192,96.3481,40.3454,-1.175,31.166,40.917,20.231,20.686,-30.669,17
2018,66.4127,96.5515,40.7493,-1.158,30.959,41.164,20.466,20.699,-29.154,17
2019,65.6427,96.7391,41.149,-1.175,29.754,41.386,20.681,20.706,-27.848,17
2020,64.8164,96.8735,41.514,-1.36,28.685,46.952,24.154,22.798,-26.857,17
2021,63.8893,96.9527,41.8226,-1.522,27.646,51.587,26.519,25.067,-25.865,17
2022,63.1585,96.9606,42.045,-0.774,26.764,51.298,26.354,24.944,-0.5,17
2015,76.1202,93.731,42.1602,-0.759,37.817,56.685,27.511,29.174,-13.408,34
2016,75.5645,93.9399,42.4416,-0.707,37.675,53.955,26.47,27.485,-13.569,34
2017,75.0048,94.1586,42.7236,-0.78,37.027,56.089,27.067,29.021,-13.654,34
2018,74.4326,94.3832,42.9928,-0.751,37.421,55.495,27.209,28.285,-13.171,34
2019,73.8828,94.5929,43.2622,-0.732,36.7,54.451,26.539,27.912,-12.48,34
2020,73.2945,94.7909,43.5132,-0.867,35.757,59.705,29.218,30.487,-11.592,34
2021,72.6373,94.8908,43.73,-0.934,34.733,62.262,32.096,30.166,-10.402,34
2022,72.1046,94.9559,43.951,-0.537,33.924,53.542,25.755,27.787,-2.0,34
2015,82.6069,96.441,42.3922,-0.551,89.377,119.604,67.416,52.188,-29.315,51
2016,82.172,96.3163,42.7716,-0.505,88.82,115.838,64.873,50.965,-27.234,51
2017,81.7324,96.2289,43.1508,-0.568,85.894,121.62,68.166,53.454,-25.061,51
2018,81.2817,96.1578,43.5434,-0.537,83.495,117.025,66.003,51.023,-23.6,51
2019,80.8288,96.1108,43.9489,-0.58,81.148,120.923,67.762,53.161,-21.581,51
2020,80.3565,96.0782,44.3513,-0.592,81.073,125.443,70.464,54.979,-17.853,51
2021,79.8453,96.0291,44.7398,-0.685,79.072,135.773,76.641,59.132,-14.806,51
2022,79.3837,95.8477,45.1012,-0.475,77.141,131.429,74.401,57.029,5.0,51
2015,203.5067,94.1613,44.3673,-0.215,478.543,642.236,304.617,337.619,34.031,63
2016,203.1206,94.3565,44.7707,-0.164,465.826,614.303,294.856,319.447,49.591,63
2017,202.7334,94.5907,45.1678,-0.217,450.84,651.61,310.456,341.154,70.475,63
2018,202.3057,94.8284,45.5664,-0.205,432.061,630.845,300.708,330.138,75.863,63
2019,201.8006,94.9493,45.9943,-0.295,418.113,615.795,293.835,321.96,21.615,63
2020,201.0324,95.0029,46.4191,-0.468,410.093,716.753,347.816,368.938,28.021,63
2021,200.1532,95.0808,46.8339,-0.408,410.487,680.373,331.629,348.743,28.021,63
2022,199.4678,95.1742,47.2653,-0.278,407.303,629.652,301.063,328.589,58.496,63
2015,1449.4556,102.0974,39.2281,2.337,4.436,3.208,1.699,1.509,9.443,82
2016,1484.7778,103.1407,39.1499,2.476,4.583,3.245,1.654,1.59,10.239,82
2017,1522.2127,104.2259,39.0678,2.503,4.413,3.24,1.755,1.485,10.836,82
2018,1560.5905,105.3087,39.0012,2.477,4.463,3.471,1.87,1.601,11.18,82
2019,1598.8397,106.4072,38.9724,2.367,4.318,3.644,1.946,1.698,11.247,82
2020,1636.0571,107.4318,38.9811,2.237,4.509,3.837,2.171,1.666,10.854,82
2021,1672.2159,108.389,39.0125,2.137,4.664,3.819,2.093,1.727,10.408,82
2022,1692.9714,108.8991,39.2926,0.342,4.857,3.883,2.026,1.857,0.85,82
2015,45.8997,95.1732,36.5143,-0.097,7.725,6.4,3.294,3.106,-1.943,87
2016,45.8488,95.1954,36.8074,-0.125,7.848,6.518,3.378,3.14,-2.111,87
2017,45.789,95.1912,37.097,-0.136,7.712,6.592,3.472,3.12,-1.98,87
2018,45.7178,95.1855,37.3903,-0.175,7.529,6.618,3.427,3.191,-2.024,87
2019,45.6412,95.1612,37.6803,-0.161,7.429,6.801,3.625,3.176,-1.636,87
2020,45.5435,95.0946,37.9482,-0.268,7.114,7.473,3.964,3.509,-1.326,87
2021,45.4575,95.0038,38.1876,-0.11,6.965,7.556,4.072,3.484,-0.101,87
2022,45.4013,94.9074,38.4367,-0.137,6.859,7.241,3.863,3.378,-0.48,87
2015,84.6129,99.6678,36.1474,0.107,23.478,19.853,10.527,9.325,-1.378,98
2016,84.7026,99.629,36.484,0.105,23.318,19.936,10.635,9.302,-1.164,98
2017,84.7742,99.5943,36.8369,0.064,22.198,19.83,10.45,9.38,-1.018,98
2018,84.8349,99.565,37.2145,0.079,21.705,19.025,10.125,8.901,-1.0,98
2019,84.8624,99.5373,37.6107,-0.014,20.447,19.763,10.39,9.373,-0.987,98
2020,84.7377,99.4989,37.9699,-0.28,20.295,25.72,13.542,12.178,-0.486,98
2021,84.427,99.4372,38.2649,-0.455,20.114,29.194,15.32,13.874,-0.486,98
2022,84.0364,99.3764,38.5445,-0.472,19.992,28.889,15.087,13.801,-1.0,98
2015,112.6861,90.1978,42.7814,-0.324,85.275,108.687,54.246,54.441,-10.124,107
2016,112.3308,90.0189,43.2169,-0.308,86.863,110.566,55.579,54.987,-8.128,107
2017,112.0566,89.8451,43.632,-0.181,86.042,109.892,54.979,54.913,5.244,107
2018,111.8643,89.5943,44.0163,-0.163,86.504,113.469,56.811,56.658,10.177,107
2019,111.8652,89.4245,44.3621,0.165,85.439,112.138,55.834,56.304,43.656,107
2020,111.9551,89.3635,44.6768,-0.004,82.935,123.874,61.395,62.479,40.535,107
2021,111.8672,89.3174,44.9975,-0.153,80.48,123.55,62.854,60.696,27.295,107
2022,111.658,89.3353,45.3694,-0.221,80.033,112.744,55.307,57.437,9.999,107
2015,97.9918,92.2198,41.6589,-0.348,70.873,104.426,53.781,50.645,7.368,114
2016,97.6502,92.1781,41.8582,-0.35,70.071,102.209,52.532,49.677,5.901,114
2017,97.28,92.1548,42.0704,-0.41,70.179,105.22,53.322,51.898,4.465,114
2018,96.8752,92.1481,42.2954,-0.424,69.38,104.262,52.766,51.497,3.346,114
2019,96.4483,92.1308,42.5394,-0.459,69.672,104.149,53.127,51.022,0.489,114
2020,95.8873,92.0797,42.7569,-0.708,68.556,120.926,61.997,58.929,0.243,114
2021,95.0892,92.0375,42.8989,-0.964,67.609,138.202,68.991,69.212,0.243,114
2022,94.1066,92.0525,43.014,-1.114,66.557,137.003,67.145,69.858,-9.999,114
2015,103.3301,98.4372,41.6365,0.451,21.162,19.715,9.648,10.067,7.934,118
2016,103.7849,98.9056,41.8773,0.427,20.894,19.65,9.616,10.034,7.684,118
2017,104.2006,99.3699,42.1202,0.372,20.834,20.476,10.093,10.383,7.46,118
2018,104.5746,99.8357,42.3699,0.344,20.231,20.534,10.128,10.406,7.559,118
2019,104.9211,100.3074,42.6415,0.317,19.865,20.599,10.078,10.521,7.427,118
2020,105.1565,100.792,42.914,0.131,19.126,24.03,11.783,12.247,7.681,118
2021,105.2443,101.0373,43.1971,0.036,19.147,22.948,11.777,11.171,4.568,118
2022,105.2659,101.0799,43.5361,0.005,18.836,20.737,10.205,10.532,2.0,118
2015,92.4275,96.5765,41.5468,-0.008,417.745,420.377,211.538,208.839,-0.871,122
2016,92.5111,96.4471,41.9935,0.188,407.102,408.659,207.32,201.339,89.021,122
2017,92.7318,96.3115,42.4063,0.288,389.062,422.287,212.335,209.953,167.475,122
2018,93.1456,96.2027,42.7789,0.602,367.754,425.324,214.362,210.962,339.064,122
2019,93.821,96.1483,43.1269,0.843,354.681,416.467,210.5,205.967,458.942,122
2020,94.2837,96.1147,43.4948,0.143,352.0,493.075,248.454,244.622,208.791,122
2021,94.5288,96.1037,43.8822,0.376,357.652,454.123,232.615,221.508,275.022,122
2022,94.6715,96.1216,44.322,-0.074,356.359,431.513,218.185,213.328,39.998,122
2015,104.7325,96.1506,41.9899,1.338,83.521,83.022,39.804,43.218,115.125,8
2016,105.8724,96.5899,41.9999,0.83,86.827,80.598,38.899,41.699,66.282,8
2017,106.6118,96.7235,42.1083,0.563,87.092,83.154,39.828,43.326,45.573,8
2018,107.1331,96.7746,42.2679,0.413,85.281,84.162,40.793,43.369,35.404,8
2019,107.6108,96.8075,42.4275,0.477,84.744,83.514,40.78,42.734,41.105,8
2020,107.9482,96.8602,42.5854,0.15,83.345,90.324,44.901,45.423,20.314,8
2021,108.1215,96.9132,42.7534,0.171,84.647,89.691,45.14,44.551,20.314,8
2022,108.334,96.9768,42.9347,0.222,84.394,84.585,41.609,42.976,19.999,8
2015,371.5009,96.7674,40.4835,0.6,121.285,110.843,53.722,57.12,57.008,13
2016,373.7643,96.9159,40.5354,0.615,121.005,108.163,53.394,54.769,56.781,13
2017,375.9987,97.0536,40.58,0.577,119.292,109.875,53.871,56.004,56.248,13
2018,378.116,97.1996,40.6321,0.546,118.034,110.929,54.089,56.84,55.439,13
2019,380.1628,97.346,40.7087,0.534,116.136,109.123,53.304,55.818,54.395,13
2020,381.8521,97.4859,40.7799,0.354,114.894,127.44,62.412,65.028,53.428,13
2021,383.4936,97.5882,40.867,0.504,116.448,110.28,56.004,54.276,52.356,13
2022,384.9637,97.671,41.0417,0.262,117.003,110.497,53.881,56.616,23.999,13
2015,115.7274,93.685,40.4224,0.296,752.498,582.205,290.159,292.047,18.807,46
2016,116.053,93.6691,40.6494,0.266,735.849,580.585,289.263,291.322,14.729,46
2017,116.3337,93.6577,40.8525,0.218,721.051,594.684,293.788,300.896,13.175,46
2018,116.5762,93.648,41.0325,0.199,710.43,596.919,296.329,300.589,14.391,46
2019,116.7974,93.6339,41.218,0.18,701.3,602.7,299.116,303.584,17.403,46
2020,116.943,93.6113,41.4032,0.069,681.905,655.662,327.523,328.139,18.335,46
2021,117.0362,93.5776,41.5913,0.09,677.303,639.714,321.726,317.988,20.614,46
2022,117.2089,93.5182,41.7954,0.205,672.88,607.306,298.749,308.556,66.601,46
2015,235.4637,97.1121,44.7087,0.257,739.919,926.561,449.657,476.904,397.921,49
2016,236.2044,97.2403,44.8604,0.371,784.473,911.364,447.891,463.473,432.017,49
2017,237.0449,97.3187,44.9519,0.34,783.444,933.472,457.704,475.768,430.803,49
2018,237.8262,97.3643,44.9969,0.318,779.291,908.011,454.966,453.046,392.587,49
2019,238.5476,97.3864,44.9945,0.287,771.867,893.404,448.463,444.942,360.56,49
2020,239.0664,97.3988,44.9498,0.147,760.378,971.767,490.963,480.803,334.055,49
2021,239.2947,97.3954,44.8742,0.044,763.168,1039.44,527.863,511.577,312.735,49
2022,239.1836,97.402,44.8482,-0.137,761.194,1029.665,519.305,510.36,154.592,49
2015,219.8485,100.5977,38.261,2.349,5.992,3.99,1.965,2.025,11.373,77
2016,225.232,100.8463,38.3353,2.487,5.966,3.993,2.051,1.942,12.535,77
2017,230.2249,100.9783,38.4116,1.904,6.068,4.281,2.138,2.143,9.563,77
2018,234.7154,101.1099,38.4537,1.959,6.16,4.348,2.206,2.142,10.096,77
2019,239.3718,101.1972,38.481,1.97,6.167,4.309,2.198,2.111,10.365,77
2020,243.3975,101.2789,38.5547,1.371,6.469,4.78,2.474,2.306,6.952,77
2021,246.8421,101.3264,38.7351,1.439,6.589,4.341,2.228,2.114,6.949,77
2022,250.0382,101.3303,38.994,1.136,6.675,4.542,2.322,2.22,5.222,77
2015,506.1064,98.3486,41.1868,0.485,172.266,147.236,71.062,76.175,57.677,93
2016,508.5832,98.435,41.3425,0.491,173.668,149.107,72.234,76.874,59.528,93
2017,511.0391,98.5249,41.4608,0.472,171.027,150.325,72.627,77.698,60.585,93
2018,513.3807,98.6116,41.5544,0.442,169.248,153.598,74.623,78.975,60.758,93
2019,515.6741,98.6871,41.6364,0.449,169.827,152.075,74.413,77.662,60.266,93
2020,517.7915,98.7381,41.6988,0.37,173.058,167.303,83.775,83.528,58.816,93
2021,519.7854,98.7655,41.7376,0.398,180.273,168.003,84.59,83.413,57.439,93
2022,521.6362,98.8167,41.8288,0.313,181.387,156.455,77.176,79.279,29.998,93
2015,207.0847,97.9264,41.2462,1.082,85.758,67.634,32.619,35.015,71.488,127
2016,209.3643,98.1498,41.3043,1.107,86.933,64.852,31.188,33.664,70.637,127
2017,211.3344,98.3159,41.3715,0.768,86.659,66.996,32.382,34.614,45.208,127
2018,212.9034,98.3552,41.4674,0.712,87.004,67.281,32.436,34.845,40.899,127
2019,214.4326,98.4,41.5689,0.719,85.93,67.786,32.688,35.099,43.546,127
2020,216.0085,98.4698,41.6559,0.745,86.564,75.992,37.532,38.46,53.786,127
2021,217.3286,98.551,41.832,0.474,87.086,69.734,34.38,35.354,23.872,127
2022,218.5555,98.6454,42.0936,0.651,86.479,69.565,33.639,35.926,39.998,127
2015,215.3926,101.626,25.279,1.182,214.628,61.31,35.671,25.639,-30.31,39
2016,217.9129,101.5062,25.5745,1.145,213.572,62.878,36.328,26.55,-30.181,39
2017,220.3896,101.3923,25.875,1.116,213.169,64.319,37.0,27.319,-30.055,39
2018,222.8381,101.2799,26.1776,1.094,213.047,65.334,37.588,27.746,-29.944,39
2019,225.2465,101.1635,26.4864,1.056,210.196,65.436,37.889,27.547,-29.83,39
2020,227.6845,101.0106,26.7972,1.097,206.696,71.096,42.512,28.585,-14.966,39
